association,choicematrix,clozeassociation,code,formulaV2,imageclozeassociation,mcq,plaintext,shorttext,sortlist
0.8928571428571429,0.8,1.0,0.7695473251028807,1.0,0.5,0.7647058823529411,1.0,1.0,1.0
0.8928571428571429,0.6,0.6,0.659375,1.0,0.5,0.7935578330893118,1.0,0.5,1.0
0.7857142857142857,0.0,0.6,0.6222222222222222,1.0,0.5,0.6530920060331825,1.0,0.5,1.0
0.9642857142857143,0.8,1.0,0.7536764705882353,1.0,1.0,0.889055472263868,1.0,0.3333333333333333,1.0
0.8571428571428571,0.2,1.0,0.7269503546099291,1.0,0.0,0.7226386806596702,1.0,0.6666666666666666,1.0
0.5357142857142857,0.4,0.4,0.2673913043478261,1.0,0.0,0.43548387096774194,1.0,0.16666666666666666,0.0
1.0,0.6,1.0,0.9030837004405287,1.0,1.0,0.8778280542986425,1.0,0.8333333333333334,1.0
0.2222222222222222,0.0,0.0,0.6976744186046512,0.0,0.0,0.45806451612903226,1.0,0.0,0.0
0.8928571428571429,0.8,0.6,0.7,0.0,1.0,0.8029411764705883,1.0,0.6666666666666666,1.0
0.9285714285714286,0.2,1.0,0.7777777777777778,1.0,0.5,0.6861861861861862,1.0,0.6666666666666666,0.0
0.7058823529411765,0.4,0.4,0.3350383631713555,0.0,1.0,0.6130952380952381,1.0,0.0,1.0
0.8214285714285714,0.4,0.4,0.5028901734104047,1.0,0.5,0.7940199335548173,1.0,0.0,1.0
0.9032258064516129,0.5,1.0,0.7684563758389261,1.0,0.5,0.8331242158092849,1.0,0.5384615384615384,1.0
0.8148148148148148,0.6,0.8,0.6086956521739131,1.0,0.5,0.5038961038961038,1.0,0.0,0.0
0.0,0.75,0.0,0.3442622950819672,0.0,0.0,0.6020408163265306,0.0,0.0,0.0
0.8928571428571429,0.2,1.0,0.7800829875518672,1.0,1.0,0.8353474320241692,1.0,0.5,1.0
0.8333333333333334,0.3333333333333333,1.0,0.46691176470588236,0.0,0.0,0.7982261640798226,1.0,1.0,1.0
0.5263157894736842,0.0,0.0,0.2222222222222222,0.0,0.0,0.2693726937269373,1.0,0.0,0.0
0.9285714285714286,0.6,0.8,0.7275862068965517,1.0,0.5,0.8401206636500754,1.0,0.6666666666666666,1.0
0.6785714285714286,0.0,1.0,0.7716535433070866,0.0,0.5,0.6440422322775264,1.0,0.8333333333333334,1.0
0.7037037037037037,0.0,0.6,0.47440273037542663,0.0,0.0,0.496,1.0,0.25,0.0
0.8214285714285714,0.6,0.4,0.7346278317152104,1.0,0.5,0.6851574212893553,1.0,0.6666666666666666,0.0
0.9230769230769231,0.25,1.0,0.6366906474820144,0.0,0.5,0.7777777777777778,1.0,0.25,1.0
0.9230769230769231,0.8,0.4,0.8116883116883117,0.0,0.5,0.7129032258064516,1.0,0.0,1.0
0.5357142857142857,0.2,0.4,0.3901098901098901,0.0,0.5,0.38653001464128844,1.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.673469387755102,1.0,0.0,0.8530465949820788,1.0,0.6666666666666666,0.0
0.5,0.0,0.2,0.24489795918367346,0.0,0.5,0.32432432432432434,0.0,0.0,0.0
0.6956521739130435,0.0,0.8,0.6598639455782312,0.0,0.5,0.5277108433734939,1.0,0.25,1.0
0.9642857142857143,0.8,1.0,0.9188034188034188,1.0,0.5,0.8927492447129909,1.0,1.0,1.0
0.7857142857142857,0.4,1.0,0.8146551724137931,1.0,0.5,0.7386706948640483,1.0,0.8333333333333334,0.0
0.8387096774193549,0.3333333333333333,0.6,0.6208651399491094,1.0,1.0,0.7622641509433963,1.0,0.38461538461538464,1.0
0.6666666666666666,0.0,0.8,0.4794188861985472,0.0,0.5,0.7040971168437026,1.0,0.4,1.0
0.8148148148148148,0.4,0.2,0.5286195286195287,1.0,0.5,0.6963946869070209,1.0,0.5,0.0
0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.9142857142857143,0.0,0.0,0.0
0.9375,0.25,1.0,0.8767123287671232,1.0,1.0,0.8758620689655172,1.0,0.25,1.0
0.9629629629629629,0.2,0.6,0.8632075471698113,1.0,0.5,0.7894736842105263,1.0,0.75,1.0
0.3888888888888889,0.0,0.0,0.41,0.0,1.0,0.43174603174603177,1.0,1.0,0.0
0.9285714285714286,0.4,1.0,0.5880597014925373,0.0,0.5,0.7921686746987951,1.0,0.6666666666666666,1.0
0.7692307692307693,0.0,0.4,0.4350282485875706,0.0,0.0,0.6737160120845922,1.0,0.0,0.0
0.3333333333333333,0.2,0.2,0.3157894736842105,0.0,0.5,0.47794117647058826,1.0,0.0,0.0
0.8571428571428571,0.6,0.8,0.8008130081300813,1.0,0.5,0.7631975867269984,1.0,0.6666666666666666,1.0
0.4375,0.0,0.5,0.13333333333333333,0.0,0.0,0.2661596958174905,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
0.9285714285714286,0.6,0.8,0.8289473684210527,1.0,0.5,0.8440779610194903,1.0,0.8333333333333334,1.0
0.7777777777777778,0.0,0.0,0.49624060150375937,1.0,0.0,0.610738255033557,1.0,0.25,0.0
0.7037037037037037,0.0,0.6,0.6244541484716157,1.0,0.5,0.506,1.0,0.25,0.0
0.42857142857142855,0.0,1.0,0.5462962962962963,0.0,0.0,0.41916167664670656,1.0,0.0,0.0
0.8235294117647058,0.2,0.6,0.527363184079602,0.0,1.0,0.6410256410256411,1.0,0.0,0.0
0.84,0.2,0.8,0.7455357142857143,0.0,0.5,0.7322834645669292,1.0,0.75,1.0
0.9259259259259259,0.2,0.8,0.7237762237762237,0.0,0.5,0.7367624810892587,1.0,0.5,0.0
0.5333333333333333,0.2,0.6666666666666666,0.3854166666666667,0.0,0.0,0.41365461847389556,1.0,0.0,0.0
0.8,0.2,0.8,0.6818181818181818,1.0,1.0,0.5723076923076923,1.0,0.5,1.0
0.782608695652174,0.4,0.4,0.5802919708029197,0.0,0.5,0.6079545454545454,1.0,0.0,0.0
0.42857142857142855,0.0,0.4,0.3018181818181818,1.0,0.5,0.4901065449010654,1.0,0.16666666666666666,0.0
0.9032258064516129,0.5,1.0,0.632768361581921,1.0,1.0,0.8075471698113208,1.0,0.6153846153846154,1.0
0.6071428571428571,0.0,0.0,0.4490358126721763,1.0,0.5,0.29027355623100304,1.0,0.0,0.0
0.42857142857142855,0.0,0.2,0.2490272373540856,0.0,0.0,0.35714285714285715,1.0,0.0,0.0
0.4642857142857143,0.4,0.2,0.49407114624505927,1.0,0.5,0.37537537537537535,1.0,0.16666666666666666,1.0
0.4,0.0,0.0,0.5286624203821656,0.0,1.0,0.4528735632183908,1.0,0.16666666666666666,1.0
0.9285714285714286,0.2,0.6,0.8602620087336245,1.0,1.0,0.8751902587519026,1.0,1.0,1.0
0.75,0.8,0.6,0.7413793103448276,0.0,0.5,0.5957767722473605,1.0,0.16666666666666666,1.0
0.7857142857142857,0.6,0.8,0.7954545454545454,1.0,0.5,0.7481698389458272,1.0,0.6666666666666666,1.0
0.75,0.2,1.0,0.43636363636363634,0.0,1.0,0.7828054298642534,1.0,1.0,0.0
0.0,0.0,0.0,0.42424242424242425,0.0,0.0,0.85,0.0,0.0,0.0
0.8333333333333334,1.0,0.6,0.8214285714285714,0.0,1.0,0.9292452830188679,0.0,0.0,0.0
0.75,0.2,0.6,0.7213114754098361,1.0,0.5,0.5915915915915916,1.0,0.3333333333333333,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0
0.8214285714285714,0.6,0.8,0.9017857142857143,1.0,0.0,0.7162162162162162,1.0,0.8333333333333334,1.0
0.7096774193548387,0.3333333333333333,0.6,0.7577854671280276,1.0,0.5,0.6408977556109726,1.0,0.46153846153846156,1.0
0.8214285714285714,0.2,0.8,0.6743295019157088,1.0,0.5,0.7157894736842105,1.0,0.3333333333333333,1.0
0.8064516129032258,0.5,0.8,0.5895953757225434,0.0,0.5,0.6079900124843945,1.0,0.5384615384615384,1.0
0.9032258064516129,0.6666666666666666,1.0,0.6004842615012107,1.0,0.5,0.820577164366374,1.0,0.6923076923076923,0.0
0.6296296296296297,0.4,0.6,0.6215139442231076,1.0,0.5,0.49736842105263157,1.0,0.25,0.0
0.9655172413793104,0.0,0.8,0.8339622641509434,1.0,1.0,0.8862690707350902,1.0,0.8888888888888888,1.0
0.7857142857142857,0.2,0.8,0.6422535211267606,1.0,0.5,0.7631975867269984,1.0,0.5,0.0
0.9285714285714286,0.8,1.0,0.7302158273381295,1.0,1.0,0.7820121951219512,1.0,0.6666666666666666,0.0
0.7142857142857143,0.2,0.4,0.7376425855513308,1.0,0.5,0.657393850658858,1.0,0.3333333333333333,0.0
0.9032258064516129,0.5,1.0,0.778169014084507,1.0,0.5,0.76875,1.0,0.46153846153846156,0.0
0.7142857142857143,0.4,0.2,0.5818181818181818,1.0,0.5,0.5952023988005997,1.0,0.5,1.0
0.5,0.0,0.0,0.2801556420233463,0.0,1.0,0.38697318007662834,1.0,0.5,0.0
0.38095238095238093,0.0,0.0,0.14814814814814814,0.0,0.0,0.28523489932885904,1.0,0.0,0.0
0.5,0.0,0.0,0.5714285714285714,0.0,0.0,0.6046511627906976,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
0.8214285714285714,0.6,0.8,0.6466942148760331,1.0,0.5,0.6939687267311988,1.0,0.3333333333333333,0.0
0.8148148148148148,0.6,0.8,0.8,0.0,0.5,0.60625,1.0,0.0,0.0
0.25,0.2,0.2,0.1553030303030303,0.0,0.0,0.23076923076923078,1.0,0.0,0.0
0.7083333333333334,0.2,0.6,0.4174454828660436,1.0,1.0,0.5719844357976653,1.0,1.0,0.0
0.6538461538461539,0.2,0.0,0.22752808988764045,0.0,0.0,0.5507246376811594,1.0,0.0,0.0
0.9642857142857143,0.4,1.0,0.8207171314741036,0.0,0.5,0.8995502248875562,1.0,0.8333333333333334,0.0
0.4,0.0,0.0,0.8058252427184466,1.0,0.0,0.4986225895316804,1.0,0.3333333333333333,0.0
1.0,0.2,0.8,0.8181818181818182,0.0,1.0,0.8850574712643678,0.0,0.0,1.0
0.5,0.25,0.5,0.4444444444444444,0.0,0.0,0.4103448275862069,1.0,0.5,1.0
0.5714285714285714,0.4,0.8,0.5083932853717026,0.0,0.0,0.625,1.0,0.3333333333333333,0.0
0.9285714285714286,0.8,1.0,0.9037656903765691,1.0,1.0,0.8285714285714286,1.0,0.8333333333333334,1.0
0.5294117647058824,0.0,0.0,0.3023255813953488,1.0,0.0,0.6942675159235668,1.0,1.0,0.0
0.42857142857142855,0.2,0.2,0.2847380410022779,0.0,0.5,0.3548387096774194,1.0,0.16666666666666666,1.0
0.8148148148148148,0.4,0.8,0.6630434782608695,1.0,1.0,0.6910828025477707,1.0,0.3333333333333333,1.0
0.8214285714285714,0.4,0.8,0.6477987421383647,1.0,0.5,0.7239819004524887,1.0,0.16666666666666666,1.0
0.8076923076923077,1.0,1.0,0.5580357142857143,0.0,0.5,0.8770764119601329,1.0,0.5,0.0
0.7857142857142857,0.6,0.8,0.7028112449799196,1.0,0.5,0.7876823338735819,1.0,0.6666666666666666,1.0
0.8928571428571429,0.4,0.8,0.7068493150684931,1.0,1.0,0.7226386806596702,1.0,0.8333333333333334,0.0
0.0,0.0,0.0,0.8297872340425532,0.0,0.0,0.7272727272727273,0.0,0.0,0.0
0.8571428571428571,0.4,0.8,0.6712328767123288,1.0,0.5,0.7319277108433735,1.0,0.8333333333333334,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8928571428571429,0.4,0.4,0.7749077490774908,1.0,0.5,0.8024132730015083,1.0,1.0,1.0
0.9285714285714286,0.4,1.0,0.8652173913043478,1.0,1.0,0.8243045387994143,1.0,0.3333333333333333,1.0
0.42857142857142855,0.2,0.4,0.24691358024691357,0.0,0.5,0.3939873417721519,1.0,0.0,0.0
0.5714285714285714,0.0,0.4,0.36041666666666666,1.0,0.5,0.5845921450151057,1.0,0.6666666666666666,0.0
0.47058823529411764,0.0,0.0,0.17363344051446947,0.0,1.0,0.3553113553113553,1.0,1.0,0.0
0.6071428571428571,0.2,0.8,0.4781144781144781,1.0,0.5,0.5626911314984709,1.0,0.3333333333333333,0.0
0.8928571428571429,0.6,1.0,0.8898678414096917,1.0,1.0,0.7916041979010495,1.0,0.5,1.0
0.6071428571428571,0.6,0.6,0.4776536312849162,1.0,0.5,0.6233463035019455,1.0,0.5,1.0
0.7142857142857143,0.6,0.6,0.8390804597701149,1.0,0.5,0.7338345864661654,1.0,0.16666666666666666,0.0
0.7857142857142857,0.4,0.8,0.6025641025641025,1.0,0.5,0.7320644216691069,1.0,0.3333333333333333,1.0
0.7857142857142857,0.2,0.4,0.6440677966101694,1.0,0.0,0.6490963855421686,1.0,0.3333333333333333,0.0
0.7142857142857143,0.2,1.0,0.4872448979591837,1.0,0.0,0.6949152542372882,1.0,0.3333333333333333,0.0
0.6,0.25,0.4,0.7640449438202247,1.0,0.0,0.6885245901639344,1.0,0.0,0.0
0.8333333333333334,0.0,0.8,0.5714285714285714,0.0,0.0,0.8367346938775511,0.0,0.0,0.0
0.8571428571428571,1.0,1.0,0.7126436781609196,1.0,0.5,0.8589420654911839,1.0,0.3333333333333333,1.0
0.5882352941176471,0.2,0.2,0.3787128712871287,0.0,0.0,0.6890080428954424,1.0,0.3333333333333333,1.0
0.0,0.5,0.0,0.6538461538461539,0.0,0.0,0.7368421052631579,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7142857142857143,0.4,0.6,0.5972696245733788,1.0,1.0,0.5856515373352855,1.0,0.3333333333333333,0.0
0.6428571428571429,0.0,0.6,0.45634920634920634,1.0,0.5,0.4629349470499244,1.0,0.3333333333333333,0.0
0.8214285714285714,0.4,0.8,0.7729083665338645,1.0,0.5,0.6601208459214502,1.0,0.5,1.0
0.6785714285714286,0.2,1.0,0.430635838150289,1.0,0.5,0.5220588235294118,1.0,0.16666666666666666,0.0
1.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.5128205128205128,0.0,0.0,0.0
0.6666666666666666,0.6,0.25,0.2961783439490446,0.0,1.0,0.4875,0.0,0.0,0.0
0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
0.6129032258064516,0.3333333333333333,0.6,0.38571428571428573,0.0,0.5,0.46794871794871795,1.0,0.23076923076923078,0.0
1.0,0.5,0.8,0.7714285714285715,1.0,1.0,0.7755610972568578,1.0,0.5384615384615384,1.0
0.4642857142857143,0.0,0.6,0.36363636363636365,0.0,0.0,0.3514705882352941,1.0,0.3333333333333333,0.0
0.6785714285714286,0.6,1.0,0.6045627376425855,1.0,0.0,0.7078313253012049,1.0,0.8333333333333334,0.0
0.3888888888888889,0.75,0.5,0.25877192982456143,0.0,0.0,0.599406528189911,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0
0.2608695652173913,0.25,0.2,0.3017241379310345,0.0,0.0,0.40784982935153585,1.0,0.3333333333333333,0.0
0.2222222222222222,0.0,0.2,0.24609375,0.0,0.0,0.373015873015873,0.0,0.0,0.0
0.36,0.25,0.0,0.3949579831932773,0.0,0.0,0.351288056206089,1.0,0.25,0.0
0.6785714285714286,0.6,0.4,0.5625,1.0,1.0,0.5882352941176471,1.0,0.6666666666666666,1.0
0.6153846153846154,0.2,0.4,0.3940149625935162,0.0,1.0,0.5676691729323309,1.0,0.0,0.0
0.8571428571428571,0.8,1.0,0.7866108786610879,1.0,0.5,0.7560240963855421,1.0,1.0,0.0
